ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5009018,F,Y,N,0,54300.0,Working,Secondary / secondary special,Married,Municipal apartment,-20245,-62,1,0,0,0,Medicine staff,2
5009019,M,Y,Y,2,115800.0,State servant,Lower secondary,Married,House / apartment,-9902,-3297,1,0,0,0,Medicine staff,4
5009020,M,N,Y,1,27300.0,Pensioner,Higher education,Single / not married,With parents,-8889,365243,1,0,0,0,Security staff,2
5009021,F,N,Y,0,50500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9683,-435,1,0,0,0,Core staff,1
5009022,F,N,Y,0,59200.0,Working,Secondary / secondary special,Married,House / apartment,-19912,-1876,1,1,0,0,Sales staff,2
5009023,F,Y,N,3,163200.0,Commercial associate,Higher education,Married,House / apartment,-13468,-164,1,0,1,0,Laborers,5
5009024,F,Y,Y,0,46700.0,Pensioner,Higher education,Single / not married,Office apartment,-11144,365243,1,0,0,0,Security staff,1
5009025,F,N,N,0,50500.0,Pensioner,Lower secondary,Separated,House / apartment,-20472,365243,1,0,0,0,High skill tech staff,1
5009026,M,N,N,1,110000.0,Commercial associate,Secondary / secondary special,Separated,With parents,-12432,-3419,1,0,0,0,Laborers,2
5009027,M,Y,N,0,137000.0,Working,Secondary / secondary special,Married,House / apartment,-10056,-592,1,0,0,0,Core staff,2
5009028,M,N,Y,0,75900.0,Working,Secondary / secondary special,Married,House / apartment,-8088,-1314,1,0,1,0,Laborers,2
5009029,M,N,Y,0,27000.0,Pensioner,Higher education,Married,House / apartment,-18709,365243,1,0,1,0,nan,2
5009030,F,N,N,0,96800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18092,-2077,1,0,0,1,Sales staff,2
5009031,M,N,N,0,90900.0,Pensioner,Higher education,Single / not married,House / apartment,-13760,365243,1,0,1,0,Managers,1
5009032,F,Y,N,2,122000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-13248,-1523,1,0,1,1,Sales staff,4
5009033,F,N,Y,4,80600.0,Working,Higher education,Single / not married,Municipal apartment,-10137,-3005,1,0,0,0,Managers,5
5009034,F,N,Y,0,90000.0,State servant,Incomplete higher,Civil marriage,House / apartment,-13084,-2271,1,1,0,0,nan,2
5009035,F,Y,Y,0,33600.0,State servant,Secondary / secondary special,Married,Rented apartment,-17565,-6677,1,0,1,0,Core staff,2
5009036,F,N,N,0,30000.0,Working,Secondary / secondary special,Separated,House / apartment,-24229,-501,1,0,1,1,Core staff,1
5009037,F,N,Y,0,109400.0,Working,Secondary / secondary special,Married,Co-op apartment,-9599,-2422,1,0,0,0,Sales staff,2
5009038,M,N,Y,0,163000.0,Commercial associate,Higher education,Married,House / apartment,-23910,-6532,1,0,0,0,Laborers,2
5009039,F,Y,N,0,35800.0,Pensioner,Lower secondary,Civil marriage,House / apartment,-9849,365243,1,0,0,1,Accountants,2
5009040,M,Y,Y,3,79800.0,Working,Higher education,Separated,House / apartment,-17291,-1461,1,0,1,0,Sales staff,4
5009041,M,Y,Y,0,96700.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-19802,-8980,1,0,1,1,Drivers,1
5009042,F,N,Y,0,154400.0,Working,Higher education,Civil marriage,House / apartment,-12711,-145,1,0,0,0,High skill tech staff,2
5009043,M,N,Y,0,70500.0,Working,Academic degree,Civil marriage,House / apartment,-22603,-1066,1,0,1,0,Laborers,2
5009044,F,Y,Y,0,101900.0,Working,Secondary / secondary special,Married,Municipal apartment,-13837,-211,1,0,0,0,High skill tech staff,2
5009045,F,N,Y,2,224200.0,Commercial associate,Higher education,Single / not married,House / apartment,-11013,-1839,1,0,0,0,Managers,3
5009046,F,N,Y,0,41900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-25257,365243,1,0,0,0,Laborers,2
5009047,M,N,Y,3,94100.0,Commercial associate,Academic degree,Married,House / apartment,-8051,-726,1,0,0,0,Laborers,5
5009048,M,N,Y,0,55600.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12455,-424,1,0,1,0,Managers,1
5009049,F,N,N,1,56900.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15138,-1708,1,0,0,0,Sales staff,2
5009050,F,N,Y,4,135500.0,Commercial associate,Higher education,Married,House / apartment,-20137,-883,1,0,1,0,Managers,6
5009051,F,N,Y,0,125100.0,Working,Higher education,Married,Co-op apartment,-17625,-3896,1,1,0,0,High skill tech staff,2
5009052,F,Y,Y,0,123500.0,Working,Higher education,Widow,House / apartment,-20702,-246,1,0,0,0,Laborers,1
5009053,F,Y,Y,2,45900.0,Working,Secondary / secondary special,Married,House / apartment,-22473,-5345,1,0,1,1,High skill tech staff,4
5009054,M,Y,Y,0,70000.0,State servant,Secondary / secondary special,Widow,House / apartment,-24056,-3586,1,0,0,1,Security staff,1
5009055,M,N,Y,1,59000.0,Pensioner,Incomplete higher,Civil marriage,House / apartment,-14928,365243,1,1,1,0,Laborers,3
5009056,F,Y,N,0,32800.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9860,-391,1,0,0,0,Sales staff,1
5009057,M,Y,Y,0,94300.0,State servant,Higher education,Married,Municipal apartment,-15417,-5382,1,0,1,0,Core staff,2
5009058,M,N,N,0,110800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23999,365243,1,0,0,0,Managers,2
5009059,F,Y,Y,2,128100.0,State servant,Secondary / secondary special,Married,Municipal apartment,-17574,-1684,1,0,0,0,Drivers,4
5009060,F,Y,Y,0,27000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14919,-1660,1,0,1,0,Core staff,1
5009061,F,Y,Y,0,109300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19230,-323,1,0,0,0,Laborers,2
5009062,F,N,N,1,100700.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14312,-3546,1,0,1,0,Accountants,3
5009063,M,Y,Y,0,103300.0,Commercial associate,Higher education,Single / not married,House / apartment,-17840,-339,1,1,0,0,High skill tech staff,1
5009064,F,N,Y,0,76700.0,Working,Secondary / secondary special,Married,House / apartment,-16547,-2389,1,1,1,1,Managers,2
5009065,F,N,Y,0,78900.0,Commercial associate,Higher education,Civil marriage,With parents,-15568,-65,1,1,0,0,Managers,2
5009066,M,N,Y,1,27000.0,Working,Secondary / secondary special,Married,With parents,-8213,-1211,1,0,0,1,Core staff,3
5009067,F,N,N,1,54700.0,Pensioner,Secondary / secondary special,Married,Rented apartment,-15302,365243,1,0,0,0,Sales staff,3
5009068,F,N,Y,0,63000.0,Pensioner,Lower secondary,Married,Municipal apartment,-9839,365243,1,0,0,0,Sales staff,2
5009069,F,Y,N,0,57000.0,Working,Lower secondary,Married,House / apartment,-19457,-1963,1,0,0,0,Accountants,2
5009070,F,Y,N,1,128800.0,Working,Academic degree,Civil marriage,House / apartment,-22973,-289,1,0,0,1,Drivers,3
5009071,F,Y,Y,2,43700.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-24194,-624,1,0,0,0,Accountants,3
5009072,M,Y,Y,0,42100.0,Commercial associate,Academic degree,Married,House / apartment,-8540,-302,1,0,0,0,Drivers,2
5009073,M,Y,N,0,95000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16302,-2207,1,1,1,0,Drivers,1
5009074,F,Y,Y,0,35000.0,Pensioner,Academic degree,Single / not married,House / apartment,-12036,365243,1,0,0,1,Sales staff,1
5009075,F,N,Y,1,73600.0,Pensioner,Secondary / secondary special,Married,Rented apartment,-9158,365243,1,0,1,1,Sales staff,3
5009076,F,N,N,4,60300.0,Working,Incomplete higher,Civil marriage,House / apartment,-15623,-7711,1,1,0,0,Cooking staff,6
5009077,F,Y,N,0,168400.0,Commercial associate,Higher education,Married,House / apartment,-14793,-5036,1,0,0,0,Drivers,2
5009078,F,N,N,0,34300.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19508,365243,1,1,1,0,Managers,2
5009079,F,Y,N,0,50700.0,Pensioner,Lower secondary,Civil marriage,With parents,-8786,365243,1,0,0,0,Laborers,2
5009080,F,Y,Y,0,29900.0,Working,Secondary / secondary special,Married,Office apartment,-16797,-7173,1,1,0,0,High skill tech staff,2
5009081,F,N,Y,0,71400.0,Working,Higher education,Married,House / apartment,-13474,-1152,1,1,0,0,High skill tech staff,2
5009082,F,Y,Y,3,75600.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,-14728,-1025,1,0,1,0,Accountants,5
5009083,F,Y,N,0,132300.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-20657,-52,1,0,1,0,Laborers,2
5009084,F,N,N,2,37000.0,Working,Secondary / secondary special,Married,House / apartment,-14334,-369,1,0,0,0,Core staff,4
5009085,M,N,Y,0,64400.0,Working,Secondary / secondary special,Married,Rented apartment,-18746,-3282,1,0,1,0,Sales staff,2
5009086,M,N,Y,2,140600.0,Working,Higher education,Married,House / apartment,-23369,-594,1,0,1,0,Security staff,4
5009087,M,Y,Y,0,149300.0,Working,Lower secondary,Married,With parents,-8491,-603,1,0,0,0,nan,2
5009088,F,N,N,0,62800.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-13101,-914,1,0,0,0,Sales staff,2
5009089,M,N,Y,3,67100.0,Commercial associate,Higher education,Married,Rented apartment,-25263,-5313,1,0,1,0,Drivers,5
5009090,F,N,Y,0,42500.0,Commercial associate,Incomplete higher,Married,House / apartment,-11639,-2018,1,1,0,0,Laborers,2
5009091,F,N,N,1,28100.0,Working,Secondary / secondary special,Married,Municipal apartment,-13383,-3192,1,0,0,0,Laborers,3
5009092,M,N,N,2,61400.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-24752,-2647,1,0,0,0,Laborers,4
5009093,F,Y,Y,0,35600.0,Pensioner,Incomplete higher,Married,Municipal apartment,-21647,365243,1,0,0,0,Accountants,2
5009094,M,N,N,1,184900.0,Working,Incomplete higher,Married,House / apartment,-22549,-2563,1,0,0,0,Laborers,3
5009095,M,N,Y,2,55600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23241,365243,1,0,0,0,Medicine staff,4
5009096,F,N,Y,4,66600.0,Working,Higher education,Civil marriage,House / apartment,-24645,-373,1,1,0,0,Managers,6
5009097,M,N,Y,1,98200.0,Working,Higher education,Married,House / apartment,-7945,-1112,1,1,0,0,Security staff,3
5009098,M,N,N,0,116200.0,Working,Lower secondary,Married,House / apartment,-19192,-689,1,0,0,1,Cooking staff,2
5009099,F,N,N,1,132600.0,State servant,Incomplete higher,Separated,House / apartment,-10298,-3853,1,0,1,1,Cooking staff,2
5009100,F,N,Y,1,82200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14452,-4647,1,0,1,0,Drivers,3
5009101,M,N,N,1,90400.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16792,-1135,1,0,0,0,Medicine staff,2
5009102,F,N,Y,2,98200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22626,-822,1,0,0,1,High skill tech staff,4
5009103,M,Y,N,0,71200.0,Working,Incomplete higher,Married,Municipal apartment,-15122,-77,1,0,0,0,Core staff,2
5009104,M,Y,N,0,57600.0,Working,Secondary / secondary special,Married,Municipal apartment,-15410,-6159,1,0,1,1,Sales staff,2
5009105,F,N,Y,1,122800.0,State servant,Secondary / secondary special,Married,Rented apartment,-24223,-1654,1,0,0,0,nan,3
5009106,F,N,Y,3,67100.0,Working,Secondary / secondary special,Married,With parents,-11391,-2881,1,0,1,1,Medicine staff,5
5009107,F,N,N,0,57900.0,Commercial associate,Higher education,Married,House / apartment,-10151,-487,1,0,1,0,Core staff,2
5009108,F,N,Y,3,77500.0,State servant,Higher education,Married,House / apartment,-9569,-1512,1,1,0,0,Core staff,5
5009109,F,Y,N,3,101000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16761,-3608,1,0,0,1,Core staff,4
5009110,F,Y,Y,2,38000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-19172,-2146,1,0,0,0,Sales staff,3
5009111,M,N,N,2,64800.0,Working,Incomplete higher,Married,With parents,-19545,-901,1,0,0,0,nan,4
5009112,F,Y,Y,2,51000.0,Working,Secondary / secondary special,Widow,House / apartment,-18735,-2121,1,0,0,0,Managers,3
5009113,M,Y,Y,2,195300.0,Working,Higher education,Single / not married,Municipal apartment,-13381,-6592,1,1,0,0,Sales staff,3
5009114,F,Y,Y,1,95300.0,Commercial associate,Secondary / secondary special,Married,With parents,-20617,-2542,1,0,0,0,Core staff,3
5009115,M,Y,N,0,183800.0,Commercial associate,Higher education,Married,House / apartment,-13581,-1609,1,0,0,0,Cooking staff,2
5009116,M,N,Y,0,102000.0,Commercial associate,Higher education,Married,House / apartment,-24072,-4058,1,0,1,0,nan,2
5009117,F,Y,Y,0,89200.0,State servant,Secondary / secondary special,Single / not married,Co-op apartment,-16938,-1339,1,0,0,1,Sales staff,1
5009118,F,N,N,0,71100.0,Working,Lower secondary,Married,House / apartment,-15765,-1249,1,0,0,0,Drivers,2
5009119,F,Y,N,0,66100.0,Working,Incomplete higher,Married,House / apartment,-20751,-1520,1,0,1,0,nan,2
5009120,M,N,Y,2,70700.0,Working,Secondary / secondary special,Married,House / apartment,-23875,-1032,1,1,0,0,Managers,4
5009121,M,Y,N,1,54400.0,Working,Secondary / secondary special,Single / not married,House / apartment,-25473,-199,1,0,1,0,Managers,2
5009122,M,N,N,0,72800.0,Working,Incomplete higher,Married,Rented apartment,-24647,-896,1,0,0,0,Managers,2
5009123,M,N,Y,2,35200.0,Working,Secondary / secondary special,Married,House / apartment,-25534,-2849,1,0,1,0,Laborers,4
5009124,F,Y,Y,0,51400.0,Pensioner,Secondary / secondary special,Married,With parents,-11657,365243,1,1,0,0,Core staff,2
5009125,F,N,N,0,44700.0,State servant,Secondary / secondary special,Married,Municipal apartment,-22650,-4272,1,0,0,0,Accountants,2
5009126,F,N,N,2,76300.0,Working,Higher education,Married,With parents,-18582,-523,1,0,0,0,nan,4
5009127,M,N,Y,0,54900.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-16778,365243,1,1,1,0,Drivers,2
5009128,F,Y,Y,1,89900.0,Pensioner,Lower secondary,Married,House / apartment,-19878,365243,1,1,1,0,Core staff,3
5009129,F,N,Y,0,84300.0,Working,Secondary / secondary special,Married,House / apartment,-23589,-3721,1,0,0,1,Sales staff,2
5009130,F,N,Y,0,64900.0,Working,Higher education,Married,House / apartment,-15049,-2734,1,0,0,0,Managers,2
5009131,F,Y,Y,2,27000.0,Student,Secondary / secondary special,Married,With parents,-8272,-1327,1,0,0,0,Laborers,4
5009132,M,Y,Y,0,126200.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-8672,-2090,1,0,1,1,Sales staff,2
5009133,M,N,N,3,73400.0,State servant,Lower secondary,Married,House / apartment,-9426,-2391,1,1,0,0,Managers,5
5009134,M,N,N,0,52100.0,Working,Higher education,Married,House / apartment,-23777,-3850,1,0,0,0,Core staff,2
5009135,F,N,Y,0,78400.0,Working,Secondary / secondary special,Married,House / apartment,-8308,-1603,1,0,1,0,Sales staff,2
5009136,M,N,Y,2,31700.0,Working,Secondary / secondary special,Married,House / apartment,-18636,-1501,1,0,1,0,Core staff,4
5009137,M,N,Y,3,79600.0,State servant,Academic degree,Separated,House / apartment,-15792,-1874,1,0,1,0,Drivers,4
5009138,M,Y,Y,0,51500.0,Working,Secondary / secondary special,Civil marriage,With parents,-12648,-2413,1,0,1,0,Drivers,2
5009139,M,Y,N,0,63100.0,Working,Incomplete higher,Married,House / apartment,-13957,-7638,1,0,0,1,Drivers,2
5009140,F,N,N,1,179400.0,Working,Higher education,Married,House / apartment,-11614,-3344,1,0,1,0,Laborers,3
5009141,F,N,Y,0,58800.0,Working,Higher education,Widow,House / apartment,-12896,-61,1,0,1,0,Core staff,1
5009142,F,Y,Y,0,104300.0,Working,Secondary / secondary special,Married,House / apartment,-14995,-1145,1,0,0,0,Laborers,2
5009143,M,N,Y,2,146600.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9135,-2839,1,1,0,0,Laborers,4
5009144,F,N,Y,1,107400.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-8699,-11,1,0,0,1,Core staff,3
5009145,F,N,Y,0,86400.0,Working,Higher education,Separated,House / apartment,-13964,-2098,1,0,1,0,Core staff,1
5009146,M,N,N,0,44400.0,Working,Secondary / secondary special,Married,Rented apartment,-10271,-3745,1,0,0,0,Accountants,2
5009147,F,N,N,3,68200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21492,-944,1,0,0,0,Accountants,5
5009148,M,Y,Y,1,43300.0,Working,Secondary / secondary special,Married,Municipal apartment,-16814,-2801,1,0,1,0,Core staff,3
5009149,F,N,N,1,62400.0,Working,Higher education,Married,Rented apartment,-19056,-815,1,1,0,0,Laborers,3
5009150,F,N,N,0,78400.0,Commercial associate,Lower secondary,Married,House / apartment,-12124,-2322,1,1,0,0,Laborers,2
5009151,M,N,N,0,48500.0,Working,Secondary / secondary special,Married,House / apartment,-10993,-4579,1,0,0,0,Sales staff,2
5009152,M,N,N,0,93600.0,Working,Higher education,Married,Municipal apartment,-7805,-1021,1,1,0,1,Core staff,2
5009153,F,N,Y,0,73200.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-22648,-6985,1,0,1,0,Laborers,1
5009154,F,Y,Y,0,62100.0,Working,Secondary / secondary special,Married,House / apartment,-11503,-938,1,0,0,0,Drivers,2
5009155,F,Y,N,0,36100.0,Working,Secondary / secondary special,Single / not married,With parents,-9344,-928,1,0,0,0,Cooking staff,1
5009156,F,N,N,1,94300.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-7818,-1330,1,0,0,0,Managers,2
5009157,M,Y,N,1,87600.0,Commercial associate,Incomplete higher,Married,House / apartment,-7961,-759,1,0,1,0,Laborers,3
5009158,M,Y,Y,0,69800.0,Commercial associate,Academic degree,Married,Rented apartment,-14488,-968,1,0,0,0,Drivers,2
5009159,F,N,N,1,86800.0,Working,Higher education,Civil marriage,With parents,-9294,-521,1,0,0,1,Managers,3
5009160,M,N,Y,1,77100.0,Working,Higher education,Married,Municipal apartment,-11858,-258,1,1,0,0,Cooking staff,3
5009161,F,Y,Y,0,61900.0,Pensioner,Higher education,Civil marriage,House / apartment,-17728,365243,1,0,0,1,Sales staff,2
5009162,F,N,Y,0,97200.0,Working,Secondary / secondary special,Civil marriage,With parents,-20929,-1441,1,1,0,0,Medicine staff,2
5009163,F,N,Y,1,100900.0,Working,Higher education,Married,House / apartment,-15812,-2261,1,0,1,0,Laborers,3
5009164,M,N,Y,0,193700.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-9387,-1254,1,0,1,0,Accountants,1
5009165,F,N,N,0,77500.0,Working,Secondary / secondary special,Married,House / apartment,-16040,-783,1,0,1,0,Laborers,2
5009166,F,N,Y,0,59700.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16083,-1422,1,0,0,0,Sales staff,2
5009167,F,Y,Y,0,60300.0,Working,Secondary / secondary special,Married,Rented apartment,-13521,-295,1,0,0,1,nan,2
5009168,F,Y,Y,3,61000.0,Working,Lower secondary,Married,House / apartment,-8945,-2262,1,0,0,0,Accountants,5
5009169,M,N,Y,1,31400.0,Pensioner,Higher education,Married,House / apartment,-13824,365243,1,0,0,0,nan,3
5009170,F,N,N,0,27000.0,Working,Secondary / secondary special,Separated,House / apartment,-18519,-334,1,0,0,0,Managers,1
5009171,F,N,Y,3,101400.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-23491,-2028,1,1,0,0,Drivers,4
